index,reactant,reagent,product,catalyst,methanol_sty,time_h,temperature_c,pressure_bar,h2_co2_ratio,ghsv_h-1,catalyst_components_count,catalyst_primary_loading_wt,source_dataset
themecat-555,O=C=O,[H][H],CO,[In].[Zr],1.52,1.0,219.85,30.0,3.0,6.73,2.0,94.3,themecat
themecat-556,O=C=O,[H][H],CO,[In].[Zr],1.8900000000000001,1.0,279.85,30.0,3.0,7.55,2.0,99.7,themecat
themecat-557,O=C=O,[H][H],CO,[In].[Zr],0.62,1.0,219.85,30.0,3.0,6.73,2.0,99.7,themecat
themecat-558,O=C=O,[H][H],CO,[In],2.16,1.0,299.85,30.0,3.0,7.82,1.0,100.0,themecat
themecat-559,O=C=O,[H][H],CO,[In],1.26,1.0,279.85,30.0,3.0,7.55,1.0,100.0,themecat
themecat-560,O=C=O,[H][H],CO,[In],0.02,1.0,219.85,30.0,3.0,6.73,1.0,100.0,themecat
themecat-561,O=C=O,[H][H],CO,[In].[Zr],2.29,1.0,299.85,30.0,3.0,7.82,2.0,99.7,themecat
themecat-562,O=C=O,[H][H],CO,[Zr],0.12,1.0,219.85,30.0,3.0,6.73,1.0,100.0,themecat
themecat-563,O=C=O,[H][H],CO,[Ce],0.0,1.0,219.85,30.0,3.0,6.73,1.0,100.0,themecat
themecat-564,O=C=O,[H][H],CO,[Zr],0.12,1.0,279.85,30.0,3.0,7.55,1.0,100.0,themecat
themecat-565,O=C=O,[H][H],CO,[Ce],0.0,1.0,279.85,30.0,3.0,7.55,1.0,100.0,themecat
themecat-566,O=C=O,[H][H],CO,[Zr],0.12,1.0,299.85,30.0,3.0,7.82,1.0,100.0,themecat
themecat-567,O=C=O,[H][H],CO,[Ce],0.0,1.0,299.85,30.0,3.0,7.82,1.0,100.0,themecat
themecat-568,O=C=O,[H][H],CO,[Cu].[Ce].[Zr],15.25,1.0,249.85,30.0,3.0,7.5,3.0,45.0,themecat
themecat-569,O=C=O,[H][H],CO,[Cu].[Ce].[Zr],13.98,1.0,249.85,30.0,3.0,7.5,3.0,42.48,themecat
themecat-570,O=C=O,[H][H],CO,[Cu].[Ce].[Zr],8.75,1.0,249.85,30.0,3.0,7.5,3.0,46.0,themecat
themecat-571,O=C=O,[H][H],CO,[Cu].[Ce].[Zr],8.49,1.0,249.85,30.0,3.0,7.5,3.0,49.0,themecat
themecat-572,O=C=O,[H][H],CO,[Cu].[Ce].[Zr],19.21,1.0,249.85,30.0,3.0,7.5,3.0,43.62,themecat
themecat-573,O=C=O,[H][H],CO,[Cu].[Ce],2.75,1.0,249.85,30.0,3.0,7.5,2.0,52.0,themecat
themecat-574,O=C=O,[H][H],CO,[Cu].[Zr],3.25,1.0,249.85,30.0,3.0,7.5,2.0,60.0,themecat
themecat-575,O=C=O,[H][H],CO,[Cu].[In],14.75,1.0,219.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-576,O=C=O,[H][H],CO,[Cu].[In],17.44,1.0,239.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-577,O=C=O,[H][H],CO,[Cu].[In],20.849999999999998,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-578,O=C=O,[H][H],CO,[Cu].[In],21.279999999999998,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-579,O=C=O,[H][H],CO,[Cu].[In],13.8,1.0,219.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-580,O=C=O,[H][H],CO,[Cu].[In],15.02,1.0,239.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-581,O=C=O,[H][H],CO,[Cu].[In],14.59,1.0,219.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-582,O=C=O,[H][H],CO,[Cu].[In],17.07,1.0,239.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-583,O=C=O,[H][H],CO,[Cu].[In],20.080000000000002,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-584,O=C=O,[H][H],CO,[Cu].[In],20.71,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-585,O=C=O,[H][H],CO,[Cu].[In],13.639999999999999,1.0,219.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-586,O=C=O,[H][H],CO,[Cu].[In],15.24,1.0,239.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-587,O=C=O,[H][H],CO,[Cu].[In],17.330000000000002,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-588,O=C=O,[H][H],CO,[Cu].[In],17.45,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-589,O=C=O,[H][H],CO,[Cu].[In],11.81,1.0,219.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-590,O=C=O,[H][H],CO,[Cu].[In],13.55,1.0,239.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-591,O=C=O,[H][H],CO,[Cu].[In],15.120000000000001,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-592,O=C=O,[H][H],CO,[Cu].[In],15.740000000000002,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-593,O=C=O,[H][H],CO,[Cu].[In],10.26,1.0,219.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-594,O=C=O,[H][H],CO,[Cu].[In],11.360000000000001,1.0,239.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-595,O=C=O,[H][H],CO,[Cu].[In],12.889999999999999,1.0,259.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-596,O=C=O,[H][H],CO,[Cu].[In],13.719999999999999,1.0,279.85,30.0,3.0,7.5,2.0,50.3,themecat
themecat-597,O=C=O,[H][H],CO,[Cu].[Zn],0.05,1.0,249.85,30.0,3.0,3.0,2.0,83.0,themecat
themecat-598,O=C=O,[H][H],CO,[Cu].[Zn],0.73,1.0,249.85,30.0,3.0,3.0,2.0,83.0,themecat
themecat-599,O=C=O,[H][H],CO,[Cu].[Zn],0.84,1.0,259.85,30.0,3.0,3.0,2.0,83.0,themecat
themecat-600,O=C=O,[H][H],CO,[Cu].[Zn],2.36,1.0,259.85,45.0,3.0,3.0,2.0,83.0,themecat
themecat-601,O=C=O,[H][H],CO,[Cu].[Zn],0.9199999999999999,1.0,269.85,30.0,3.0,3.0,2.0,83.0,themecat
themecat-602,O=C=O,[H][H],CO,[Cu].[Zn],1.4200000000000002,1.0,249.85,45.0,3.0,1.5,2.0,83.0,themecat
themecat-603,O=C=O,[H][H],CO,[Cu].[Zn],1.9800000000000002,1.0,259.85,45.0,1.0,3.0,2.0,83.0,themecat
themecat-604,O=C=O,[H][H],CO,[Pd].[Zn].[Al],13.469999999999999,1.0,249.85,30.0,3.0,5.52,3.0,91.9,themecat
themecat-605,O=C=O,[H][H],CO,[Pd].[Zn].[Al],12.43,1.0,249.85,30.0,3.0,5.52,3.0,97.3,themecat
themecat-606,O=C=O,[H][H],CO,[Pd].[Zn].[Al],12.98,1.0,249.85,30.0,3.0,5.52,3.0,95.2,themecat
themecat-607,O=C=O,[H][H],CO,[Pd].[Zn].[Al],9.01,1.0,249.85,30.0,3.0,5.52,3.0,86.2,themecat
themecat-608,O=C=O,[H][H],CO,[Pd].[Zn].[Al],6.2700000000000005,1.0,249.85,30.0,3.0,5.52,3.0,78.4,themecat
themecat-609,O=C=O,[H][H],CO,[Pd].[Zn],7.430000000000001,1.0,249.85,30.0,3.0,5.52,2.0,97.9,themecat
themecat-610,O=C=O,[H][H],CO,[Zn].[Zr],23.64,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-611,O=C=O,[H][H],CO,[Zn].[Zr],0.8,1.0,199.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-612,O=C=O,[H][H],CO,[Zn].[Zr],2.37,1.0,219.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-613,O=C=O,[H][H],CO,[Zn].[Zr],5.42,1.0,239.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-614,O=C=O,[H][H],CO,[Zn].[Zr],6.800000000000001,1.0,259.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-615,O=C=O,[H][H],CO,[Zn].[Zr],19.08,1.0,279.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-616,O=C=O,[H][H],CO,[Zn].[Zr],38.21,1.0,299.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-617,O=C=O,[H][H],CO,[Zn].[Zr],71.3,1.0,329.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-618,O=C=O,[H][H],CO,[Zn].[Zr],73.72999999999999,1.0,339.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-619,O=C=O,[H][H],CO,[Zn].[Zr],62.69,1.0,359.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-620,O=C=O,[H][H],CO,[Zn].[Zr],34.23,1.0,379.85,50.0,3.0,24.0,2.0,87.0,themecat
themecat-621,O=C=O,[H][H],CO,[Zn].[Zr],1.92,1.0,199.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-622,O=C=O,[H][H],CO,[Zn].[Zr],4.4799999999999995,1.0,219.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-623,O=C=O,[H][H],CO,[Zn].[Zr],8.24,1.0,239.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-624,O=C=O,[H][H],CO,[Zn].[Zr],14.249999999999998,1.0,259.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-625,O=C=O,[H][H],CO,[Zn].[Zr],33.14,1.0,279.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-626,O=C=O,[H][H],CO,[Zn].[Zr],44.6,1.0,299.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-627,O=C=O,[H][H],CO,[Zn].[Zr],70.97,1.0,329.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-628,O=C=O,[H][H],CO,[Zn].[Zr],72.81,1.0,339.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-629,O=C=O,[H][H],CO,[Zn].[Zr],64.45,1.0,359.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-630,O=C=O,[H][H],CO,[Zn].[Zr],43.51,1.0,379.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-631,O=C=O,[H][H],CO,[Zn].[Zr],58.25,1.0,314.85,50.0,4.0,24.0,2.0,87.0,themecat
themecat-632,O=C=O,[H][H],CO,[Zn].[Zr],20.4,1.0,329.85,10.0,3.0,24.0,2.0,87.0,themecat
themecat-633,O=C=O,[H][H],CO,[Zn].[Zr],36.67,1.0,329.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-634,O=C=O,[H][H],CO,[Zn].[Zr],50.949999999999996,1.0,329.85,30.0,3.0,24.0,2.0,87.0,themecat
themecat-635,O=C=O,[H][H],CO,[Zn].[Zr],62.150000000000006,1.0,329.85,40.0,3.0,24.0,2.0,87.0,themecat
themecat-636,O=C=O,[H][H],CO,[Zn].[Zr],35.339999999999996,1.0,329.85,20.0,2.0,24.0,2.0,87.0,themecat
themecat-637,O=C=O,[H][H],CO,[Zn].[Zr],36.77,1.0,329.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-638,O=C=O,[H][H],CO,[Zn].[Zr],36.919999999999995,1.0,329.85,20.0,4.0,24.0,2.0,87.0,themecat
themecat-639,O=C=O,[H][H],CO,[Zn].[Zr],7.95,1.0,329.85,20.0,3.0,6.0,2.0,87.0,themecat
themecat-640,O=C=O,[H][H],CO,[Zn].[Zr],22.470000000000002,1.0,329.85,20.0,3.0,15.0,2.0,87.0,themecat
themecat-641,O=C=O,[H][H],CO,[Zn].[Zr],37.36,1.0,329.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-642,O=C=O,[H][H],CO,[Zn].[Zr],48.86,1.0,329.85,20.0,3.0,33.0,2.0,87.0,themecat
themecat-643,O=C=O,[H][H],CO,[Zn].[Zr],7.829999999999999,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-644,O=C=O,[H][H],CO,[Zn].[Zr],6.35,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-645,O=C=O,[H][H],CO,[Zn].[Zr],4.68,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-646,O=C=O,[H][H],CO,[Zn].[Zr],3.2,1.0,299.85,20.0,3.0,24.0,2.0,87.0,themecat
themecat-647,O=C=O,[H][H],CO,[Zr],0.76,1.0,319.85,50.0,3.0,24.0,1.0,100.0,themecat
themecat-648,O=C=O,[H][H],CO,[Zn].[Zr],33.040000000000006,1.0,319.85,50.0,3.0,24.0,2.0,95.0,themecat
themecat-649,O=C=O,[H][H],CO,[Zn].[Zr],59.11,1.0,319.85,50.0,3.0,24.0,2.0,90.0,themecat
themecat-650,O=C=O,[H][H],CO,[Zn].[Zr],66.3,1.0,319.85,50.0,3.0,24.0,2.0,80.0,themecat
themecat-651,O=C=O,[H][H],CO,[Zn].[Zr],60.809999999999995,1.0,319.85,50.0,3.0,24.0,2.0,75.0,themecat
themecat-652,O=C=O,[H][H],CO,[Zn].[Zr],56.28999999999999,1.0,319.85,50.0,3.0,24.0,2.0,70.0,themecat
themecat-653,O=C=O,[H][H],CO,[Zn].[Zr],49.87,1.0,319.85,50.0,3.0,24.0,2.0,67.0,themecat
themecat-654,O=C=O,[H][H],CO,[Zn].[Zr],42.02,1.0,319.85,50.0,3.0,24.0,2.0,62.0,themecat
themecat-655,O=C=O,[H][H],CO,[Zn].[Zr],26.43,1.0,319.85,50.0,3.0,24.0,2.0,50.0,themecat
themecat-656,O=C=O,[H][H],CO,[Zn].[Zr],15.629999999999999,1.0,319.85,50.0,3.0,24.0,2.0,67.0,themecat
themecat-657,O=C=O,[H][H],CO,[Zn].[Zr],10.39,1.0,319.85,50.0,3.0,24.0,2.0,80.0,themecat
themecat-658,O=C=O,[H][H],CO,[Zn],4.61,1.0,319.85,50.0,3.0,24.0,1.0,100.0,themecat
themecat-659,O=C=O,[H][H],CO,[Cu].[Zr],3.83,1.0,219.85,30.0,3.1,6.2,2.0,50.0,themecat
themecat-660,O=C=O,[H][H],CO,[Cu].[Zr],4.5600000000000005,1.0,219.85,30.0,3.1,6.2,2.0,50.0,themecat
themecat-661,O=C=O,[H][H],CO,[Cu].[Zr],2.6100000000000003,1.0,219.85,30.0,3.1,6.2,2.0,50.0,themecat
themecat-662,O=C=O,[H][H],CO,[Cu].[Zr],0.73,1.0,219.85,30.0,3.1,6.2,2.0,50.0,themecat
themecat-699,O=C=O,[H][H],CO,[Cu].[Zn].[Al],10.63,1.0,239.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-700,O=C=O,[H][H],CO,[Cu].[Zn].[Al],9.33,1.0,239.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-701,O=C=O,[H][H],CO,[Cu].[Zn].[Al],6.619999999999999,1.0,219.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-702,O=C=O,[H][H],CO,[Cu].[Zn].[Al],7.969999999999999,1.0,229.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-703,O=C=O,[H][H],CO,[Cu].[Zn].[Al],9.94,1.0,249.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-704,O=C=O,[H][H],CO,[Cu].[Zn].[Al],10.54,1.0,259.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-705,O=C=O,[H][H],CO,[Cu].[Zn].[Al],6.25,1.0,239.85,20.0,3.0,0.87,3.0,63.4,themecat
themecat-706,O=C=O,[H][H],CO,[Cu].[Zn].[Al],12.72,1.0,239.85,40.0,3.0,0.87,3.0,63.4,themecat
themecat-707,O=C=O,[H][H],CO,[Cu].[Zn].[Al],6.77,1.0,239.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-708,O=C=O,[H][H],CO,[Cu].[Zn].[Al],4.32,1.0,219.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-709,O=C=O,[H][H],CO,[Cu].[Zn].[Al],5.6899999999999995,1.0,229.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-710,O=C=O,[H][H],CO,[Cu].[Zn].[Al],7.71,1.0,249.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-711,O=C=O,[H][H],CO,[Cu].[Zn].[Al],8.780000000000001,1.0,259.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-712,O=C=O,[H][H],CO,[Cu].[Zn].[Al],4.55,1.0,239.85,20.0,3.0,0.87,3.0,63.4,themecat
themecat-713,O=C=O,[H][H],CO,[Cu].[Zn].[Al],10.71,1.0,239.85,40.0,3.0,0.87,3.0,63.4,themecat
themecat-714,O=C=O,[H][H],CO,[Cu].[Zn].[Al],7.2700000000000005,1.0,239.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-715,O=C=O,[H][H],CO,[Cu].[Zn].[Al],2.96,1.0,219.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-716,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.7900000000000005,1.0,229.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-717,O=C=O,[H][H],CO,[Cu].[Zn].[Al],4.93,1.0,249.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-718,O=C=O,[H][H],CO,[Cu].[Zn].[Al],5.510000000000001,1.0,259.85,30.0,3.0,0.87,3.0,63.4,themecat
themecat-719,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.19,1.0,239.85,20.0,3.0,0.87,3.0,63.4,themecat
themecat-720,O=C=O,[H][H],CO,[Cu].[Zn].[Al],7.539999999999999,1.0,239.85,40.0,3.0,0.87,3.0,63.4,themecat
themecat-721,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],40.26,1.0,319.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-722,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],30.2,1.0,299.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-723,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],26.52,1.0,339.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-724,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],21.65,1.0,359.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-725,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],21.46,1.0,319.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-726,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],21.11,1.0,279.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-727,O=C=O,[H][H],CO,[Cd].[Zr],20.53,1.0,319.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-728,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],17.68,1.0,299.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-729,O=C=O,[H][H],CO,[Cd].[Zr],15.340000000000002,1.0,339.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-730,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],13.5,1.0,339.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-731,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],12.030000000000001,1.0,279.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-732,O=C=O,[H][H],CO,[Cd].[Zr],11.61,1.0,299.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-733,O=C=O,[H][H],CO,[Cd].[Zr].[Zn],10.31,1.0,359.85,50.0,4.0,23.04,3.0,50.0,themecat
themecat-734,O=C=O,[H][H],CO,[Cd].[Zr],8.59,1.0,359.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-735,O=C=O,[H][H],CO,[Cd].[Zr],5.52,1.0,279.85,50.0,4.0,23.04,2.0,50.0,themecat
themecat-736,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],1.29,1.0,189.85,50.0,3.0,3.0,4.0,65.0,themecat
themecat-737,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],5.59,1.0,189.85,50.0,3.0,3.0,4.0,58.0,themecat
themecat-738,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],5.93,1.0,189.85,50.0,3.0,3.0,4.0,58.0,themecat
themecat-739,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],6.84,1.0,189.85,50.0,3.0,3.0,4.0,57.0,themecat
themecat-740,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],7.340000000000001,1.0,189.85,50.0,3.0,3.0,4.0,56.0,themecat
themecat-741,O=C=O,[H][H],CO,[Cu].[Zn].[Al].[Zr],8.74,1.0,189.85,50.0,3.0,3.0,4.0,58.0,themecat
themecat-742,O=C=O,[H][H],CO,[In].[Zn].[C],92.66,1.0,349.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-743,O=C=O,[H][H],CO,[In].[Zn].[C],78.46,1.0,319.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-744,O=C=O,[H][H],CO,[In].[Zn].[C],73.85000000000001,1.0,319.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-745,O=C=O,[H][H],CO,[In].[Zn].[C],70.86,1.0,349.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-746,O=C=O,[H][H],CO,[In].[C],70.28999999999999,1.0,319.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-747,O=C=O,[H][H],CO,[In].[C],66.29,1.0,349.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-748,O=C=O,[H][H],CO,[In].[Zn].[C],66.11,1.0,289.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-749,O=C=O,[H][H],CO,[In].[Zn].[C],58.64,1.0,289.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-750,O=C=O,[H][H],CO,[In].[Zn].[C],57.230000000000004,1.0,349.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-751,O=C=O,[H][H],CO,[In].[C],56.620000000000005,1.0,289.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-752,O=C=O,[H][H],CO,[In].[Zn].[C],55.87,1.0,319.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-753,O=C=O,[H][H],CO,[In].[Zn].[C],44.97,1.0,289.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-754,O=C=O,[H][H],CO,[In].[Zn].[C],33.76,1.0,259.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-755,O=C=O,[H][H],CO,[In].[Zn].[C],23.69,1.0,259.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-756,O=C=O,[H][H],CO,[In].[Zn].[C],22.97,1.0,259.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-757,O=C=O,[H][H],CO,[In].[C],22.73,1.0,259.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-758,O=C=O,[H][H],CO,[In].[Zn].[C],14.92,1.0,229.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-759,O=C=O,[H][H],CO,[In].[C],4.35,1.0,229.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-760,O=C=O,[H][H],CO,[In].[Zn].[C],4.31,1.0,229.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-761,O=C=O,[H][H],CO,[In].[Zn].[C],4.22,1.0,229.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-762,O=C=O,[H][H],CO,[In].[Zn].[C],2.1999999999999997,1.0,199.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-763,O=C=O,[H][H],CO,[In].[Zn].[C],0.0,1.0,199.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-764,O=C=O,[H][H],CO,[In].[C],0.0,1.0,199.85,30.0,3.0,33.0,2.0,100.0,themecat
themecat-765,O=C=O,[H][H],CO,[In].[Zn].[C],0.0,1.0,199.85,30.0,3.0,33.0,3.0,50.0,themecat
themecat-766,O=C=O,[H][H],CO,[In].[Cr],3.58,1.0,239.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-767,O=C=O,[H][H],CO,[In].[Cr],3.6700000000000004,1.0,259.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-768,O=C=O,[H][H],CO,[In].[Cr],3.9600000000000004,1.0,279.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-769,O=C=O,[H][H],CO,[In].[Cr],4.6899999999999995,1.0,299.85,20.0,3.0,3.6,2.0,83.5,themecat
themecat-770,O=C=O,[H][H],CO,[In].[Cr],3.83,1.0,239.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-771,O=C=O,[H][H],CO,[In].[Cr],4.9799999999999995,1.0,259.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-772,O=C=O,[H][H],CO,[In].[Cr],5.27,1.0,279.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-773,O=C=O,[H][H],CO,[In].[Cr],6.510000000000001,1.0,299.85,20.0,3.0,3.6,2.0,62.5,themecat
themecat-774,O=C=O,[H][H],CO,[In],0.35000000000000003,1.0,239.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-775,O=C=O,[H][H],CO,[In],1.82,1.0,279.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-776,O=C=O,[H][H],CO,[In],1.37,1.0,299.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-777,O=C=O,[H][H],CO,[In],2.27,1.0,259.85,20.0,3.0,3.6,1.0,100.0,themecat
themecat-778,O=C=O,[H][H],CO,[In].[Cr],0.9299999999999999,1.0,239.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-779,O=C=O,[H][H],CO,[In].[Cr],3.0300000000000002,1.0,259.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-780,O=C=O,[H][H],CO,[In].[Cr],3.8600000000000003,1.0,279.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-781,O=C=O,[H][H],CO,[In].[Cr],4.12,1.0,299.85,20.0,3.0,3.6,2.0,64.0,themecat
themecat-782,O=C=O,[H][H],CO,[In].[Cr],1.8499999999999999,1.0,239.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-783,O=C=O,[H][H],CO,[In].[Cr],2.62,1.0,259.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-784,O=C=O,[H][H],CO,[In].[Cr],3.26,1.0,279.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-785,O=C=O,[H][H],CO,[In].[Cr],3.2300000000000004,1.0,299.85,20.0,3.0,3.6,2.0,87.5,themecat
themecat-786,O=C=O,[H][H],CO,[In].[Cr],1.63,1.0,239.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-787,O=C=O,[H][H],CO,[In].[Cr],1.9800000000000002,1.0,259.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-788,O=C=O,[H][H],CO,[In].[Cr],2.46,1.0,279.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-789,O=C=O,[H][H],CO,[In].[Cr],3.9,1.0,299.85,20.0,3.0,3.6,2.0,94.0,themecat
themecat-810,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.2199999999999998,1.0,219.85,40.0,3.0,1.46,3.0,70.0,themecat
themecat-811,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.8899999999999997,1.0,239.85,40.0,3.0,1.46,3.0,70.0,themecat
themecat-812,O=C=O,[H][H],CO,[Cu].[Zn].[Al],3.62,1.0,219.85,40.0,3.0,1.46,3.0,57.0,themecat
themecat-813,O=C=O,[H][H],CO,[Cu].[Zn].[Al],4.590000000000001,1.0,239.85,40.0,3.0,1.46,3.0,57.0,themecat
themecat-814,O=C=O,[H][H],CO,[Cu].[Zn].[Al],1.82,1.0,219.85,40.0,3.0,1.46,3.0,86.0,themecat
themecat-815,O=C=O,[H][H],CO,[Cu].[Zn].[Al],2.3,1.0,239.85,40.0,3.0,1.46,3.0,86.0,themecat
